song,performer,chart_position,previous_position,peak,weeks_on_chart,hitTF,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Candy,Doja Cat,87.0,0.0,87.0,1.0,1.0,1VJwtWR6z7SpZRwipI12be,0.6890000000000001,0.516,8.0,-5.857,1.0,0.0444,0.513,0.0,0.163,0.209,124.876,190920.0,4.0
Africa,Weezer,89.0,0.0,89.0,1.0,1.0,3ZPKocroJIcnHGcnJVlLKD,0.534,0.784,8.0,-3.59,1.0,0.0339,0.205,0.00579,0.106,0.6,92.147,238627.0,4.0
Sauce!,XXXTENTACION,89.0,0.0,89.0,1.0,1.0,3jq1RpStaB1YGyN3rRZGca,0.68,0.313,3.0,-13.672,0.0,0.0347,0.5820000000000001,0.0,0.19,0.405,135.034,144724.0,4.0
Tap In,Saweetie,96.0,0.0,0.0,0.0,1.0,4Hpib09wXgD84w4uwTPnYD,0.954,0.696,10.0,-7.117000000000001,0.0,0.204,0.00576,0.0004980000000000001,0.0754,0.4320000000000001,100.036,139413.0,4.0
Daylight,Taylor Swift,89.0,0.0,89.0,1.0,1.0,1fzAuUVbzlhZ1lJAx9PtY6,0.557,0.496,0.0,-9.602,1.0,0.0563,0.8079999999999999,0.000173,0.0772,0.265,149.983,293453.0,4.0
A Million Dreams,P!nk,90.0,0.0,90.0,1.0,1.0,0oagwWkGlBoACUuKvTmqZV,0.312,0.499,7.0,-6.282,1.0,0.0397,0.272,0.0,0.0901,0.191,148.173,273640.0,4.0
Toosie Slide,Drake,72.0,0.0,0.0,0.0,1.0,127QTOFJsJQp5LbJbu3A1y,0.8340000000000001,0.454,1.0,-9.75,0.0,0.201,0.321,6.15e-06,0.114,0.8370000000000001,81.618,247059.0,4.0
Buy My Own Drinks,Runaway June,90.0,0.0,90.0,1.0,1.0,3WBY2lhKzkxaG5bNscQrOG,0.6859999999999999,0.9,5.0,-4.4060000000000015,1.0,0.0614,0.068,0.0,0.0985,0.962,155.963,206293.0,4.0
Black Panther,Kendrick Lamar,91.0,0.0,91.0,1.0,1.0,5qN4HFkapdAOV94XPryVof,0.618,0.5820000000000001,1.0,-9.454,1.0,0.297,0.625,3.84e-06,0.265,0.48,90.035,130613.0,4.0
Speed It Up,Gunna,91.0,0.0,91.0,1.0,1.0,6PfI6EeLNiNGVAVg11nv7D,0.912,0.5870000000000001,7.0,-7.395,1.0,0.0582,0.0394,0.01,0.111,0.435,143.02700000000004,179022.0,4.0
Burn Out,Midland,92.0,0.0,92.0,1.0,1.0,7yrJnekdlwWARt5lmVqJ6L,0.6709999999999999,0.7240000000000001,7.0,-5.61,1.0,0.0244,0.292,0.0,0.231,0.8009999999999999,99.976,188613.0,4.0
Amor Genuino,Ozuna,92.0,0.0,92.0,1.0,1.0,3xEozpt8pAptvpH69iJhOw,0.434,0.314,10.0,-7.78,0.0,0.0577,0.7859999999999999,0.0,0.163,0.34700000000000003,175.077,178160.0,4.0
Potential,Summer Walker,92.0,0.0,92.0,1.0,1.0,4YNrBVo8fv6qiTNwHLVDai,0.53,0.37,1.0,-7.416,1.0,0.041,0.5720000000000001,0.0,0.0765,0.29100000000000004,72.732,173120.0,4.0
Solo de Mi,Bad Bunny,93.0,0.0,93.0,1.0,1.0,5YOkA7qd2983FtBQnP8sYx,0.743,0.73,10.0,-4.314,0.0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968.0,4.0
Only Human,Jonas Brothers,93.0,0.0,93.0,1.0,1.0,0DiDStADDVh3SvAsoJAFMk,0.795,0.496,0.0,-5.882999999999999,1.0,0.0722,0.108,0.0,0.0645,0.8740000000000001,94.01,183000.0,4.0
Tempo,Chris Brown,96.0,0.0,96.0,1.0,1.0,0709StHzSeXpdj2zmqF2o2,0.769,0.482,10.0,-7.205,1.0,0.0502,0.192,0.0,0.0903,0.487,120.959,218744.0,4.0
BoomTrap Protocol,Logic,97.0,0.0,97.0,1.0,1.0,4fZxGiES1FKbNqJPrI4L3s,0.747,0.532,10.0,-5.474,0.0,0.0394,0.0549,2.78e-06,0.121,0.34700000000000003,77.032,221360.0,4.0
Deep End Freestyle,Sleepy Hallow,94.0,0.0,0.0,0.0,1.0,2AlYncTpVHKwHb55F9lF6O,0.868,0.479,4.0,-6.687,0.0,0.445,0.703,0.0,0.102,0.7759999999999999,133.928,115200.0,4.0
My Dawg,Lil Baby,84.0,84.0,77.0,3.0,1.0,7CEJH5Ed7FBbXF6CqBQPlJ,0.943,0.544,10.0,-6.292000000000002,0.0,0.0642,0.0336,0.0,0.0954,0.515,133.012,215423.0,4.0
Round Here Buzz,Eric Church,72.0,70.0,68.0,13.0,1.0,52ioLaTnO2J7BWY8UN2n9D,0.638,0.441,2.0,-9.064,1.0,0.0347,0.0422,1.33e-05,0.107,0.473,76.078,214627.0,4.0
Let You Down,NF,17.0,18.0,16.0,10.0,1.0,52okn5MNA47tk87PeZJLEL,0.662,0.7140000000000001,5.0,-5.68,0.0,0.121,0.312,0.0,0.179,0.464,147.997,212120.0,4.0
A Girl Like You,Easton Corbin,98.0,0.0,98.0,1.0,1.0,3AsNVBJ7LHsltdu9490ZiS,0.735,0.768,5.0,-4.481,1.0,0.0353,0.0197,0.0,0.0643,0.83,104.991,217840.0,4.0
Rainbow,Kacey Musgraves,98.0,0.0,98.0,1.0,1.0,79qxwHypONUt3AFq0WPpT9,0.581,0.197,3.0,-7.697,1.0,0.0329,0.88,0.0,0.107,0.349,130.36700000000002,214293.0,4.0
Paradise,Bazzi,98.0,0.0,98.0,1.0,1.0,0Rx0DJI556Ix5gBny6EWmn,0.8440000000000001,0.644,11.0,-6.273,0.0,0.0479,0.0828,0.0,0.113,0.591,122.061,169038.0,4.0
DHL,Frank Ocean,98.0,0.0,98.0,1.0,1.0,2INhKpUdzh7v0j041gZNsz,0.8190000000000001,0.458,4.0,-10.223,0.0,0.16699999999999998,0.5820000000000001,0.173,0.128,0.232,122.981,268893.0,4.0
Big Stepper,Roddy Ricch,98.0,0.0,98.0,1.0,1.0,6x0QNM6f0C2JEjK0hFF8Ca,0.753,0.597,8.0,-8.469,1.0,0.292,0.0477,0.0,0.197,0.616,76.997,175170.0,4.0
Don't Go Breaking My Heart,Backstreet Boys,99.0,0.0,99.0,1.0,1.0,79Mjfhh393dZdAsTvUFDR6,0.643,0.703,0.0,-5.573,1.0,0.0913,0.0218,0.0,0.0964,0.246,95.041,215724.0,4.0
Splashin,Rich The Kid,99.0,0.0,99.0,1.0,1.0,3KLo7ByvjCNyBrfz5DZ2mO,0.942,0.382,10.0,-8.099,1.0,0.564,0.00192,0.0,0.092,0.379,100.017,177864.0,4.0
Die Young,Roddy Ricch,99.0,0.0,99.0,1.0,1.0,3wLtYwtqvKK2ewelSVPeDK,0.688,0.6559999999999999,4.0,-5.541,0.0,0.276,0.218,0.0,0.115,0.365,160.414,157657.0,4.0
She,Harry Styles,99.0,0.0,99.0,1.0,1.0,6SQLk9HSNketfgs2AyIiMs,0.535,0.521,0.0,-5.942,1.0,0.0272,0.000532,0.371,0.19,0.457,140.026,362653.0,3.0
Perfect,Ed Sheeran,1.0,1.0,1.0,17.0,1.0,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,263400.0,3.0
Alone,Marshmello,28.0,0.0,28.0,11.0,1.0,3MEYFivt6bilQ9q9mFWZ4g,0.631,0.953,2.0,-3.739,1.0,0.0343,0.0241,0.0155,0.108,0.422,141.99,273803.0,4.0
Burn The House Down,AJR,100.0,0.0,100.0,1.0,1.0,0TkJIyL69RAUIbNwGub6uR,0.454,0.66,0.0,-4.357,1.0,0.168,0.0364,0.0,0.181,0.568,184.353,212374.0,4.0
One That Got Away,Michael Ray,100.0,0.0,100.0,1.0,1.0,2TLDilmv1UmRTfyb7f2Hrx,0.565,0.825,10.0,-4.245,1.0,0.0417,0.00303,0.0,0.0779,0.609,160.003,218733.0,4.0
Did It Again,Lil Tecca,100.0,0.0,100.0,1.0,1.0,4guBZjUyrGoHsTahO3IHdj,0.6859999999999999,0.561,10.0,-9.929,0.0,0.191,0.185,0.0,0.114,0.18600000000000005,148.775,116240.0,4.0
Rich As Hell,YoungBoy Never Broke Again,100.0,0.0,100.0,1.0,1.0,5A6tFAdihqILHJrWuR6wD4,0.8740000000000001,0.647,1.0,-5.256,1.0,0.441,0.0382,0.0,0.215,0.228,154.04,215327.0,4.0
How Long,Charlie Puth,23.0,27.0,23.0,13.0,1.0,6wmAHw1szh5RCKSRjiXhPe,0.845,0.561,1.0,-5.252999999999999,0.0,0.0778,0.211,3.49e-06,0.0383,0.8109999999999999,109.974,200853.0,4.0
Losing Sleep,Chris Young,62.0,61.0,61.0,17.0,1.0,6waqLPcT6ruMhmd36OhmFO,0.584,0.621,1.0,-5.7029999999999985,1.0,0.0443,0.0715,1.68e-06,0.389,0.634,92.003,178253.0,4.0
Like I Loved You,Brett Young,63.0,52.0,46.0,17.0,1.0,3T6MAweakkNrMYs8jZIWtg,0.5820000000000001,0.568,1.0,-6.051,1.0,0.0297,0.196,0.0,0.0841,0.64,76.025,207187.0,4.0
Bad At Love,Halsey,5.0,7.0,5.0,19.0,1.0,7y9iMe8SOB6z3NoHE2OfXl,0.675,0.7509999999999999,0.0,-3.539,1.0,0.0296,0.0604,0.0,0.0893,0.612,118.384,181279.0,4.0
Gucci Gang,Lil Pump,11.0,12.0,3.0,18.0,1.0,43ZyHQITOjhciSUUNPVRHc,0.936,0.523,5.0,-6.71,1.0,0.0597,0.239,0.0,0.117,0.6990000000000001,119.889,124056.0,4.0
Tell Me You Love Me,Demi Lovato,84.0,71.0,53.0,13.0,1.0,1MKZaAEx8RrzoQjHhVuvgs,0.5379999999999999,0.6,6.0,-5.462999999999999,1.0,0.0489,0.0273,0.0,0.147,0.26,81.888,236987.0,4.0
Sorry Not Sorry,Demi Lovato,20.0,21.0,6.0,24.0,1.0,7gvd8xj4QgPqbQSsn5pV7d,0.705,0.64,11.0,-6.928,0.0,0.225,0.0237,0.0,0.262,0.887,144.077,203760.0,4.0
Bank Account,21 Savage,28.0,35.0,12.0,24.0,1.0,2fQrGHiQOvpL9UgPvtYy6G,0.884,0.34600000000000003,8.0,-8.228,0.0,0.35100000000000003,0.0151,7.04e-06,0.0871,0.376,75.016,220307.0,4.0
Feel It Still,Portugal. The Man,12.0,23.0,4.0,28.0,1.0,6QgjcU0zLnzq5OrUoSZ3OK,0.8009999999999999,0.795,1.0,-5.115,0.0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253.0,4.0
New Rules,Dua Lipa,11.0,8.0,6.0,29.0,1.0,2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9.0,-6.021,0.0,0.0694,0.0026100000000000003,1.56e-05,0.153,0.608,116.073,209320.0,4.0
Female,Keith Urban,93.0,0.0,93.0,2.0,1.0,1t34UsQ634a233qysq6D6L,0.5670000000000001,0.477,8.0,-8.781,0.0,0.0331,0.18600000000000005,4.86e-05,0.111,0.321,85.01899999999998,195317.0,5.0
No Smoke,YoungBoy Never Broke Again,77.0,80.0,77.0,3.0,1.0,57IRaiAB4hBZu3gnNVZC0v,0.6579999999999999,0.736,9.0,-6.097,0.0,0.308,0.113,0.0,0.0978,0.804,143.966,160000.0,4.0
Look What You Made Me Do,Taylor Swift,55.0,66.0,1.0,19.0,1.0,1P17dC1amhFzptugyAO7Il,0.7659999999999999,0.7090000000000001,9.0,-6.471,0.0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853.0,4.0
Even Though I'm Leaving,Luke Combs,62.0,38.0,5.0,19.0,1.0,5Fhe63YOMZsGdB3CgCDuBi,0.5539999999999999,0.755,2.0,-6.04,1.0,0.0319,0.225,0.0,0.301,0.624,77.962,225253.0,4.0
Beautiful Trauma,P!nk,90.0,81.0,78.0,12.0,1.0,2DlIwu1iDTILEMXA7MUotn,0.412,0.619,7.0,-6.39,1.0,0.0725,0.0868,2.55e-06,0.4,0.234,95.977,250053.0,4.0
What About Us,P!nk,48.0,62.0,13.0,20.0,1.0,0Qh38w01QRXK6KHIv0e3hb,0.489,0.588,1.0,-6.1770000000000005,1.0,0.0507,0.0285,2.11e-06,0.0906,0.187,113.617,269600.0,4.0
Jocelyn Flores,XXXTENTACION,19.0,0.0,19.0,17.0,1.0,7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0.0,-9.144,0.0,0.242,0.469,4.13e-06,0.297,0.4370000000000001,134.02100000000002,119133.0,4.0
I Could Use A Love Song,Maren Morris,81.0,81.0,75.0,18.0,1.0,2rfvM0dOj2gFkEl8g6U1BV,0.63,0.65,6.0,-5.391,1.0,0.0414,0.22,0.0,0.0975,0.469,92.084,192987.0,4.0
Last Christmas,Wham!,43.0,0.0,43.0,4.0,1.0,2FRnf9qhLbvw8fu4IBXx78,0.735,0.478,2.0,-12.472,1.0,0.0293,0.189,2.48e-06,0.355,0.947,107.682,262960.0,4.0
Jingle Bell Rock,Bobby Helms,33.0,0.0,33.0,21.0,1.0,7vQbuQcyTflfCIOu3Uzzya,0.754,0.424,2.0,-8.463,1.0,0.0363,0.643,0.0,0.0652,0.8059999999999999,119.705,130973.0,4.0
2 Much,Justin Bieber,68.0,0.0,68.0,1.0,1.0,0oaY19dUwZimIgzn3ZZLZO,0.583,0.444,9.0,-8.601,1.0,0.0456,0.593,0.0,0.353,0.16699999999999998,119.59,152796.0,4.0
34+35,Ariana Grande,26.0,21.0,2.0,18.0,1.0,6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0.0,-6.476,1.0,0.094,0.237,0.0,0.248,0.485,109.978,173711.0,4.0
7 Summers,Morgan Wallen,35.0,23.0,18.0,7.0,1.0,4obHzpwGrjoTuZh2DItEMZ,0.466,0.7859999999999999,0.0,-5.13,1.0,0.0328,0.41700000000000004,6.1e-05,0.125,0.5710000000000001,203.903,210507.0,4.0
865,Morgan Wallen,76.0,77.0,46.0,5.0,1.0,0sKEilrw1GrBlG6qsTCrP4,0.532,0.584,8.0,-5.254,1.0,0.0248,0.723,0.0,0.10099999999999999,0.36700000000000005,88.00299999999999,190680.0,4.0
Adderall (Corvette Corvette),Popp Hunna,99.0,90.0,74.0,6.0,1.0,3aAmQOxRPeKDL0HMWFA5qn,0.9129999999999999,0.391,4.0,-11.158,0.0,0.368,0.272,0.0,0.0666,0.713,141.05,136224.0,4.0
Afterglow,Ed Sheeran,94.0,65.0,29.0,10.0,1.0,0E4Y1XIbs8GrAT1YqVy6dq,0.6409999999999999,0.324,11.0,-5.851,1.0,0.0299,0.698,0.0,0.32799999999999996,0.273,110.184,185487.0,4.0
Ain't Always The Cowboy,Jon Pardi,76.0,83.0,76.0,2.0,1.0,77XoAnllT85lmR9WP0D8dS,0.539,0.8370000000000001,9.0,-3.458,1.0,0.0385,0.0094,0.0,0.262,0.551,151.91299999999998,220881.0,4.0
All I Got,Rod Wave,71.0,0.0,71.0,1.0,1.0,4WjKemXvKTBbNFXZlQSxtf,0.516,0.509,1.0,-9.611,1.0,0.44299999999999995,0.415,0.0,0.708,0.682,75.92699999999999,193455.0,1.0
Almost Maybes,Jordan Davis,76.0,80.0,73.0,13.0,1.0,14JFKtBSqefxfMiKhq6JT8,0.5820000000000001,0.868,11.0,-3.927,1.0,0.0522,0.146,0.0,0.10300000000000001,0.555,90.105,179153.0,4.0
Anyone,Justin Bieber,68.0,70.0,6.0,16.0,1.0,31qCy5ZaophVA81wtlwLc4,0.6859999999999999,0.5379999999999999,2.0,-8.026,1.0,0.0345,0.18100000000000002,3.13e-06,0.113,0.584,115.884,190779.0,4.0
Arcade,Duncan Laurence,94.0,100.0,94.0,2.0,1.0,1Xi84slp6FryDSCbzq4UCD,0.45,0.32899999999999996,9.0,-12.603,0.0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624.0,3.0
Astronaut In The Ocean,Masked Wolf,7.0,10.0,7.0,10.0,1.0,3Ofmpyhv5UAQ70mENzB277,0.778,0.695,4.0,-6.865,0.0,0.0913,0.175,0.0,0.15,0.47200000000000003,149.996,132780.0,4.0
Backdoor,Lil Durk,95.0,74.0,62.0,4.0,1.0,1MUsTqcuOaBeMnEL73K4fS,0.665,0.5489999999999999,4.0,-7.597,0.0,0.311,0.107,3.51e-06,0.27,0.22899999999999998,82.069,200000.0,4.0
Bang!,AJR,35.0,31.0,8.0,11.0,1.0,53BHUFdQphHiZUUG3nx9zn,0.74,0.516,1.0,-6.233,0.0,0.0507,0.0183,0.0,0.0558,0.698,139.918,170858.0,4.0
Beers And Sunshine,Darius Rucker,100.0,81.0,42.0,13.0,1.0,36ISlLb12gKuCCVTYXC0gb,0.57,0.645,5.0,-5.816,1.0,0.0304,0.134,0.0,0.147,0.677,81.084,178279.0,4.0
Before You Go,Lewis Capaldi,33.0,32.0,24.0,8.0,1.0,2gMXnyrvIjhVBUZwvLZDMP,0.45899999999999996,0.575,3.0,-4.8580000000000005,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,215107.0,4.0
Better Together,Luke Combs,47.0,44.0,15.0,14.0,1.0,6gdLyYNuhWBzqwlOFSsXC7,0.552,0.225,0.0,-11.501,1.0,0.0477,0.8270000000000001,0.0,0.111,0.67,138.002,219573.0,4.0
Big Gangsta,Kevin Gates,87.0,81.0,81.0,2.0,1.0,2HYvkdq6lpFXkVz9Tfqi8r,0.879,0.574,10.0,-5.602,0.0,0.391,0.519,8.76e-06,0.14400000000000002,0.34600000000000003,144.911,243463.0,4.0
"Big, Big Plans",Chris Lane,89.0,86.0,49.0,9.0,1.0,7yNJCsUH3tXlpQiHSsAc5l,0.574,0.58,7.0,-6.091,1.0,0.0278,0.076,0.0,0.12,0.4,149.974,187307.0,4.0
Blame On You,Rod Wave,65.0,0.0,65.0,1.0,1.0,2wv6Kof28CpUCVkSuATXW9,0.6970000000000001,0.684,1.0,-7.272,0.0,0.187,0.264,0.0,0.0398,0.7120000000000001,161.922,165926.0,4.0
Blinding Lights,The Weeknd,13.0,11.0,3.0,17.0,1.0,0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.33399999999999996,171.005,200040.0,4.0
Blue Christmas,Elvis Presley,33.0,0.0,33.0,1.0,1.0,3QiAAp20rPC3dcAtKtMaqQ,0.465,0.27,4.0,-16.660999999999998,1.0,0.0425,0.9,0.0010400000000000001,0.145,0.58,94.51799999999999,129173.0,4.0
Body,Megan Thee Stallion,84.0,81.0,16.0,16.0,1.0,0A1hoCfMLkiAgvhWkkucJa,0.914,0.732,8.0,-6.1,0.0,0.24100000000000002,0.0166,0.0,0.107,0.469,94.066,171067.0,4.0
Breaking Up Was Easy In The 90's,Sam Hunt,49.0,67.0,49.0,8.0,1.0,4sf2L157iEgAR7yrCNLgSq,0.562,0.649,9.0,-5.4,1.0,0.0494,0.231,0.0,0.341,0.376,145.91299999999998,215933.0,4.0
Buss It,Erica Banks,99.0,87.0,47.0,13.0,1.0,25j0Sape7qZbq6ZPLFefTT,0.956,0.502,9.0,-5.995,1.0,0.213,0.0593,0.0,0.23800000000000002,0.795,110.00299999999999,187000.0,4.0
Christmas (Baby Please Come Home),Darlene Love,19.0,37.0,19.0,1.0,1.0,46pF1zFimM582ss1PrMy68,0.325,0.759,8.0,-7.146,1.0,0.053,0.395,0.000362,0.0773,0.36,126.62700000000001,166453.0,4.0
Cover Me Up,Morgan Wallen,96.0,97.0,52.0,9.0,1.0,0mKnuxVkPi5h0kuvZl44VM,0.5489999999999999,0.44,7.0,-8.192,1.0,0.0264,0.23199999999999998,7.37e-06,0.107,0.214,128.01,293707.0,3.0
Damage,H.E.R.,61.0,68.0,44.0,18.0,1.0,0KS2h61pHQ4WmOwruD7uxD,0.6459999999999999,0.696,1.0,-6.505,1.0,0.065,0.113,0.0,0.115,0.18,81.336,223415.0,4.0
Dancing With The Devil,Demi Lovato,98.0,56.0,56.0,2.0,1.0,2kONpeXXK70YEs7c0UQbmq,0.413,0.64,8.0,-5.811,1.0,0.0427,0.273,0.0,0.11,0.149,75.245,243992.0,4.0
Dangerous,Morgan Wallen,90.0,98.0,62.0,4.0,1.0,1MX19fnaW1OUQoglWTYaOo,0.635,0.772,7.0,-4.825,1.0,0.0279,0.21600000000000003,0.0,0.285,0.948,119.01700000000001,147893.0,4.0
De Una Vez,Selena Gomez,92.0,0.0,92.0,1.0,1.0,1v3lhrZEsOcazqR2QIyyRu,0.659,0.479,11.0,-6.79,0.0,0.2,0.152,0.0025,0.268,0.0395,163.882,155956.0,4.0
Death Ain't Easy,Lil Durk,93.0,0.0,93.0,1.0,1.0,6Op06b1puMDN89u3o224CQ,0.7929999999999999,0.5489999999999999,1.0,-9.96,1.0,0.285,0.042,0.0,0.11800000000000001,0.55,90.014,192052.0,4.0
Deserve You,Justin Bieber,76.0,0.0,76.0,1.0,1.0,5NU40QTlXrDUJzDBdv79bg,0.677,0.633,7.0,-7.831,1.0,0.0771,0.0314,0.0,0.11199999999999999,0.409,89.934,187239.0,4.0
Diamonds,Sam Smith,59.0,49.0,39.0,7.0,1.0,5hvwx5i67IwnCkjl9VHkNv,0.653,0.667,10.0,-6.763999999999999,0.0,0.0423,0.154,0.0,0.107,0.556,104.181,213869.0,4.0
Don't Forget,Rod Wave,63.0,0.0,63.0,1.0,1.0,6aCC0TK1IJPALdwniMbok3,0.662,0.6409999999999999,3.0,-5.013,0.0,0.21,0.498,0.0,0.315,0.882,172.93,249579.0,4.0
Down To One,Luke Bryan,69.0,61.0,36.0,17.0,1.0,6QpZSfLid1YZ6c01BvB5jH,0.62,0.7759999999999999,8.0,-4.109,1.0,0.0365,0.358,4.31e-05,0.11,0.551,93.963,221633.0,4.0
Dynamite,BTS,30.0,26.0,5.0,15.0,1.0,4saklk6nie3yiGePpBwUoc,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054.0,4.0
Everywhere But On,Matt Stell,96.0,0.0,96.0,1.0,1.0,0ifYeH4gNXEyba41xr3I1w,0.563,0.722,6.0,-3.972,1.0,0.0279,0.0345,0.0,0.0795,0.309,149.903,192587.0,4.0
Fake Woke,Tom MacDonald,96.0,0.0,96.0,1.0,1.0,22N2WWWq3pGweYgP5o5q7w,0.6609999999999999,0.603,8.0,-6.805,1.0,0.133,0.0971,0.0,0.127,0.158,89.94,252000.0,4.0
Follow You,Imagine Dragons,84.0,96.0,83.0,3.0,1.0,7FdUvDkaE24o3FPIWTvzv2,0.542,0.732,9.0,-5.956,1.0,0.0521,0.00209,7.92e-05,0.496,0.489,124.912,175644.0,4.0
Forever After All,Luke Combs,35.0,44.0,35.0,18.0,1.0,6IBcOGPsniK3Pso1wHIhew,0.48700000000000004,0.65,0.0,-5.195,1.0,0.0253,0.191,0.0,0.0933,0.456,151.964,232533.0,4.0
GNF (OKOKOK),Polo G,55.0,0.0,55.0,1.0,1.0,1A8990rtwHQ417l3yADe5t,0.753,0.659,8.0,-9.671,1.0,0.41600000000000004,0.659,0.0,0.098,0.45899999999999996,146.02200000000002,116256.0,4.0
Ghost,Justin Bieber,66.0,0.0,66.0,1.0,1.0,6I3mqTwhRpn34SLVafSH7G,0.601,0.741,2.0,-5.569,1.0,0.0478,0.185,2.9100000000000003e-05,0.415,0.441,153.96,153190.0,4.0
Glad You Exist,Dan + Shay,63.0,78.0,63.0,11.0,1.0,472vIK1ldetTxRxG3ovaiY,0.748,0.551,11.0,-6.12,1.0,0.0349,0.235,0.0,0.11900000000000001,0.66,103.95299999999999,144533.0,4.0
Gnat,Eminem,60.0,0.0,60.0,1.0,1.0,6cS9PmLky2NhLOhpIsUlow,0.835,0.8690000000000001,10.0,-4.582,0.0,0.27,0.248,0.0,0.462,0.82,140.945,224656.0,4.0
Golden,Harry Styles,65.0,59.0,57.0,12.0,1.0,45S5WTQEGOB1VHr1Q4FuPl,0.44799999999999995,0.838,4.0,-5.257000000000001,0.0,0.0557,0.21,0.000131,0.131,0.254,139.863,208907.0,4.0
Gone,Dierks Bentley,74.0,99.0,74.0,6.0,1.0,7IhfjcaXuXCq20ZiAA7igK,0.521,0.746,6.0,-6.172999999999999,1.0,0.0351,0.00985,0.0,0.0741,0.473,149.977,205960.0,4.0
Gone Till November,Rod Wave,61.0,0.0,61.0,1.0,1.0,09A5LOafre1MtFCBrjKmN4,0.478,0.537,11.0,-8.378,0.0,0.111,0.248,0.0,0.271,0.384,82.902,161019.0,4.0
Good Days,SZA,44.0,39.0,9.0,17.0,1.0,3YJJjQPAbDT7mGpX3WtQ9A,0.436,0.655,1.0,-8.37,0.0,0.0583,0.499,8.1e-06,0.688,0.41200000000000003,121.00200000000001,279204.0,4.0
Happy Does,Kenny Chesney,83.0,70.0,47.0,8.0,1.0,2v08cjj3Th8RpfJgluECcj,0.715,0.665,6.0,-5.486000000000001,1.0,0.0383,0.3,0.0,0.12300000000000001,0.597,109.01799999999999,168733.0,4.0
Happy Holiday / The Holiday Season,Andy Williams,18.0,26.0,18.0,1.0,1.0,3sDdyBHQ60Cs1opmIyRvhp,0.505,0.451,9.0,-10.193,0.0,0.0329,0.727,0.0,0.233,0.7440000000000001,74.347,156867.0,4.0
Heartbreak Anniversary,Giveon,20.0,26.0,20.0,10.0,1.0,3FAJ6O0NOHQV8Mc5Ri6ENp,0.449,0.465,0.0,-8.964,1.0,0.0791,0.524,1.02e-06,0.303,0.5429999999999999,89.087,198371.0,3.0
Heat Waves,Glass Animals,39.0,41.0,39.0,14.0,1.0,3USxtqRwSYz57Ewm6wWRMp,0.7609999999999999,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805.0,4.0
Hell Of A View,Eric Church,41.0,58.0,41.0,15.0,1.0,1kBx9VGumfuvlfqdlAGorE,0.6890000000000001,0.5820000000000001,5.0,-6.778,1.0,0.0236,0.11900000000000001,0.00464,0.10099999999999999,0.883,99.021,175280.0,4.0
Hold On,Justin Bieber,56.0,63.0,20.0,7.0,1.0,4u4NyuceXP7Uzh7XFJKCr1,0.6579999999999999,0.634,1.0,-5.797000000000001,0.0,0.0413,0.0106,0.0,0.132,0.29,139.98,170813.0,4.0
How The Game Go,Rod Wave,88.0,0.0,88.0,1.0,1.0,0xR81QLM70brYBSNh2ga8w,0.741,0.727,8.0,-6.4479999999999995,1.0,0.1,0.139,0.0,0.107,0.631,84.988,133272.0,4.0
How They Remember You,Rascal Flatts,100.0,0.0,100.0,1.0,1.0,3qwPYg8xTWPafQD3YUNaTU,0.442,0.8,2.0,-5.12,1.0,0.0368,0.0124,0.0,0.0785,0.498,152.004,211707.0,4.0
I Should Probably Go To Bed,Dan + Shay,38.0,30.0,28.0,4.0,1.0,5ovVcYo2MvjVydFwFyaaqy,0.721,0.27699999999999997,1.0,-7.127999999999999,1.0,0.0365,0.634,0.0,0.11199999999999999,0.309,131.935,171827.0,4.0
Jingle Bell Rock,Bobby Helms,15.0,3.0,3.0,2.0,1.0,7vQbuQcyTflfCIOu3Uzzya,0.754,0.424,2.0,-8.463,1.0,0.0363,0.643,0.0,0.0652,0.8059999999999999,119.705,130973.0,4.0
Kacey Talk,YoungBoy Never Broke Again,98.0,90.0,90.0,2.0,1.0,1SF8piqsZWn86DajVKih8F,0.877,0.607,10.0,-7.818,0.0,0.15,0.535,0.0,0.138,0.773,127.055,151249.0,4.0
Kanye Krazy,Lil Durk,91.0,0.0,91.0,1.0,1.0,4m5sWoIMKI8yi4b6eMGhle,0.759,0.5820000000000001,5.0,-6.468999999999999,0.0,0.0808,0.0497,1.49e-06,0.096,0.366,85.49799999999999,145965.0,4.0
